index,time,longitude,latitude,magnitude,x,y,time_days
8490,2008-02-27 17:23:46.370,-116.74074,33.97895,1.02,55.28886669832168,-22.040305550339173,13936.724842245369
8495,2008-02-27 17:57:53.186,-116.5754,33.49531,1.0,1.4875030924503865,-6.832853791968342,13936.748532245369
8521,2008-02-27 23:20:09.266,-116.42796,33.17467,1.38,-34.166031663530546,6.864347172765292,13936.97232946759
8629,2008-02-28 13:01:03.364,-116.47727,33.48087,1.29,-0.1203090841197514,2.267010222929408,13937.542400046297
8635,2008-02-28 13:26:37.961,-116.36934,33.18864,2.16,-32.60723934521748,12.318214651528544,13937.560161585649
8659,2008-02-28 16:58:09.337,-116.72457,33.93082,1.71,49.933728058858485,-20.56087289587625,13937.707052511572
8660,2008-02-28 16:58:16.816,-116.72457,33.93084,1.07,49.93595195608931,-20.560868086192208,13937.707139074075
8725,2008-02-29 05:46:34.301,-116.51306,33.47687,1.05,-0.5652980854422438,-1.052358946560173,13938.24067478009
8828,2008-03-01 00:47:24.540,-116.35759,33.0146,1.2,-51.95814846870462,13.438302255239382,13939.032922916665
8861,2008-03-01 05:57:58.327,-116.50642,33.50152,1.39,2.1756092664267355,-0.4363837459497507,13939.248591747686
8957,2008-03-02 02:26:08.619,-116.91569,33.967,1.07,54.01102622880699,-38.17748879219717,13940.101488645832
8981,2008-03-02 06:43:25.675,-116.78057,33.68891,1.05,23.0471161421865,-25.80009857777548,13940.280158275462
9004,2008-03-02 07:59:53.814,-116.93026,33.95287,1.23,52.44531869413969,-39.52768501504637,13940.333261736112
