index,time,longitude,latitude,magnitude,x,y
2377,2008-01-18 09:53:06.707,-115.4043,32.71768,1.26,-7.796226496280498,29.231510171967205
2378,2008-01-18 09:53:26.630,-115.40452,32.71817,1.24,-7.741801750770716,29.21076796362238
2379,2008-01-18 09:54:05.639,-115.40447,32.71785,1.96,-7.777370300419691,29.215550471016066
2380,2008-01-18 09:54:10.870,-115.40452,32.71785,1.82,-7.777384097221397,29.210872839638874
2381,2008-01-18 09:54:37.966,-115.40391,32.71672,1.04,-7.902865785704638,29.268311003664635
2388,2008-01-18 10:00:42.011,-115.42731,32.75306,1.23,-3.868272184450883,27.068107065693624
2474,2008-01-19 04:12:21.390,-115.61042,33.18246,1.27,43.846806170990895,9.89626766321426
2487,2008-01-19 05:38:02.959,-115.63106,32.5674,1.88,-24.546490345274094,8.030924959056355
2491,2008-01-19 05:54:17.111,-115.62275,32.84489,1.09,6.3096475221858315,8.78228539753287
2589,2008-01-20 04:37:54.280,-115.54496,32.56589,1.33,-24.704595822617712,16.09968470366822
2691,2008-01-20 19:53:31.186,-115.72749,32.60989,1.73,-19.825013024717208,-1.0051229575889353
2710,2008-01-21 00:14:06.440,-115.64302,33.13391,1.07,38.44570171364773,6.86619233305589
2716,2008-01-21 01:15:10.620,-115.64255,33.13879,1.09,38.98836362162927,6.909573231460345
2724,2008-01-21 01:33:57.125,-115.64296,33.13355,1.67,38.40567544945854,6.871807308536764
2747,2008-01-21 03:29:27.730,-115.64308,33.13396,1.3,38.45125755527173,6.860601557648408
2755,2008-01-21 04:39:52.257,-115.59012,32.83004,1.17,4.661583274427865,11.832541364063559
2770,2008-01-21 07:14:34.690,-115.66641,32.82147,2.29,3.702678463630061,4.704829742267075
2810,2008-01-21 15:54:59.301,-115.57032,33.03067,1.51,26.973005458667203,13.651599134857747
2932,2008-01-22 14:05:23.060,-115.62696,33.23978,1.22,50.21906704174433,8.351550140899944
2948,2008-01-22 19:09:28.816,-115.56892,33.19126,1.0,44.82997699790074,13.75701528817396
3005,2008-01-23 05:19:46.979,-115.6081,33.08114,1.33,32.58075759587923,10.12381670500458
3019,2008-01-23 07:16:33.710,-115.5911,33.06803,1.07,31.12475087031233,11.709453863351364
3083,2008-01-23 18:15:56.600,-115.62462,33.15708,2.44,41.02343522422994,8.577243782792806
3089,2008-01-23 20:11:30.218,-115.93452,32.68334,1.07,-11.636843451861429,-20.38006380434579
3092,2008-01-23 20:46:07.930,-115.62496,33.15708,2.17,41.02340762014862,8.54559313600762
3097,2008-01-23 21:43:08.540,-115.62805,33.15438,1.44,40.72293514631724,8.25819799975203
3115,2008-01-24 01:01:37.773,-115.93416,32.68412,3.44,-11.550180666105534,-20.34619386810728
3118,2008-01-24 01:25:53.386,-115.93505,32.6829,1.21,-11.685667081411722,-20.429766750997274
3121,2008-01-24 01:34:32.804,-115.93431,32.68483,1.41,-11.47120347194827,-20.360070072992226
3128,2008-01-24 02:18:28.776,-115.93505,32.6829,1.54,-11.685667081411722,-20.429766750997274
3233,2008-01-24 15:47:47.907,-115.63013,32.56819,1.36,-24.458575525994885,8.118004276095949
3297,2008-01-25 03:00:57.962,-115.44135,32.77078,1.53,-1.9014031115932464,25.750019643565665
3299,2008-01-25 03:02:06.154,-115.44026,32.76941,1.79,-2.0534742931922736,25.852329498257788
3349,2008-01-25 11:56:20.212,-115.63983,33.15537,1.06,40.83215686452053,7.16148187984198
3361,2008-01-25 13:34:44.208,-115.62927,32.56931,1.0,-24.333971034290983,8.198492196883777
3400,2008-01-25 21:16:07.366,-115.72028,32.60622,1.68,-20.23314381690795,-0.3298028959109295
3453,2008-01-26 10:27:23.909,-115.84611,32.67599,1.53,-12.467686033867691,-12.106847204425556
3460,2008-01-26 12:11:07.749,-115.84611,32.67599,1.59,-12.467686033867691,-12.106847204425556
3473,2008-01-26 14:07:42.842,-115.46248,32.80554,1.32,1.9587858053250655,23.765135484699766
3494,2008-01-26 19:07:48.890,-115.81664,32.60041,1.93,-20.87478291455162,-9.356458823466667
3505,2008-01-26 22:01:48.289,-115.81695,32.60022,1.41,-20.895882538606458,-9.385518362328673
3517,2008-01-27 00:58:36.886,-115.81627,32.59793,1.6,-21.15057891377724,-9.322057134694964
3535,2008-01-27 03:51:56.906,-115.72028,32.60617,1.35,-20.238703563088784,-0.3298030803175248
3645,2008-01-28 12:54:40.507,-115.55396,32.97561,1.25,20.852847991178855,15.186195344514372
3663,2008-01-28 17:07:43.251,-115.59126,33.18086,1.71,43.67085485909313,11.679572241185848
3667,2008-01-28 17:09:12.670,-115.59086,33.18283,1.27,43.889953215171374,11.716535702811417
3704,2008-01-29 05:08:24.280,-115.60336,32.81222,1.31,2.678686069626608,10.5975857214545
3712,2008-01-29 06:27:12.946,-115.84558,32.67516,1.43,-12.560038271623165,-12.057352997623031
3740,2008-01-29 09:32:34.508,-115.83924,32.67439,1.46,-12.646362367576916,-11.464042117250608
3756,2008-01-29 11:01:30.160,-115.9728,32.8124,1.41,2.7219797262021417,-23.92794757918447
3815,2008-01-29 20:28:11.805,-115.81641,32.5987,1.31,-21.064946504891434,-9.335091791244936
3829,2008-01-30 02:22:16.934,-115.84681,32.67611,1.23,-12.45426240911708,-12.172348655289206
3865,2008-01-30 13:22:24.083,-115.54019,32.98907,1.21,22.351594809230534,16.46817825185054
3870,2008-01-30 16:13:16.503,-115.94203,32.72315,2.26,-7.2087052084502865,-21.07350684905138
3891,2008-01-30 20:20:29.249,-115.93506,32.68546,1.03,-11.401006256962468,-20.430116416111264
3916,2008-01-31 03:03:46.710,-115.65799,33.14622,1.0,39.81363560692133,5.471500681390152
3999,2008-02-01 02:46:35.825,-115.65093,33.24054,1.38,50.301928943097124,6.122225085801335
4096,2008-02-01 21:42:14.320,-115.93473,32.68523,1.02,-11.426644694383377,-20.3992853551608
4252,2008-02-03 08:33:37.095,-115.50117,32.75461,1.56,-3.71240008447313,20.16067936358308
4508,2008-02-05 14:48:02.214,-115.79027,32.51888,1.26,-29.942525583867678,-6.892491813195388
4509,2008-02-05 14:48:15.064,-115.78995,32.51825,2.15,-30.012599135063585,-6.862536363748058
4510,2008-02-05 14:49:15.670,-115.79105,32.51935,1.04,-29.890213012543313,-6.965589249922605
4528,2008-02-05 18:19:33.420,-115.79042,32.51894,1.28,-29.935844130832038,-6.906551412994939
4563,2008-02-05 23:26:16.083,-115.84118,32.67621,1.32,-12.443775975731386,-11.645385839546927
4565,2008-02-05 23:49:19.181,-115.79005,32.51853,1.5,-29.981458081995342,-6.871891115406592
4567,2008-02-06 00:18:08.702,-115.79116,32.522,1.47,-29.59553924075894,-6.975696748862113
4581,2008-02-06 02:29:35.390,-115.79105,32.51935,1.03,-29.890213012543313,-6.965589249922605
4583,2008-02-06 02:40:23.848,-115.79271,32.52302,1.18,-29.482017411543396,-7.1209409567368
4632,2008-02-06 09:11:57.257,-115.79352,32.52302,1.59,-29.481962735699913,-7.196884247228271
4794,2008-02-07 10:09:10.048,-115.65533,32.66892,1.32,-13.259559955124681,5.750031957812944
4841,2008-02-07 17:08:04.218,-115.65533,32.66892,1.57,-13.259559955124681,5.750031957812944
4904,2008-02-08 08:37:46.794,-115.78993,32.51823,1.22,-30.01482432722789,-6.860662651420666
5013,2008-02-09 04:27:24.762,-115.6702,32.66496,1.44,-13.7006014163581,4.358328512486186
5056,2008-02-09 09:23:32.762,-115.6702,32.66496,1.61,-13.7006014163581,4.358328512486186
5074,2008-02-09 10:14:07.441,-115.67028,32.66529,1.07,-13.66391037988223,4.350823747338358
5089,2008-02-09 11:14:12.220,-115.59657,33.18718,1.2,44.37303089312278,11.184593361856178
5096,2008-02-09 11:41:55.816,-115.64686,33.15389,1.2,40.66713277546562,6.507154846958122
5123,2008-02-09 12:56:47.552,-115.73096,32.95051,1.87,18.050241055187424,-1.3250619064164646
5146,2008-02-09 14:49:57.389,-115.73439,32.95181,1.85,18.19484267517104,-1.6450852563952458
5195,2008-02-09 21:51:10.955,-115.94774,33.19264,1.02,44.997326712872656,-21.493342004424605
5223,2008-02-10 01:42:01.640,-115.62954,32.65359,1.41,-14.962484070751035,8.165490038303565
5224,2008-02-10 01:47:57.610,-115.6313,32.64709,1.72,-15.685385346114831,8.001300453602434
5252,2008-02-10 06:05:47.220,-115.95315,33.04321,1.39,28.382593429033324,-22.03410037860642
5261,2008-02-10 07:59:47.948,-115.93533,32.68678,2.26,-11.2541768942768,-20.45508219892785
5270,2008-02-10 09:06:47.402,-115.57204,33.19933,1.31,45.726917018574056,13.465450654532841
5275,2008-02-10 09:41:59.905,-115.72342,33.15061,1.35,40.30027640476393,-0.6201098170238014
5276,2008-02-10 09:42:34.851,-115.93506,32.68679,1.77,-11.253117065381659,-20.42981184078169
5281,2008-02-10 10:17:02.960,-115.93524,32.68585,1.08,-11.35760551391065,-20.446872659682352
5303,2008-02-10 16:23:13.980,-115.60368,32.62263,1.0,-18.402789749797773,10.590183013704749
5641,2008-02-12 03:47:04.337,-115.73074,32.95139,1.05,18.148089852408276,-1.3045211095259002
5832,2008-02-12 18:09:35.163,-115.9361,32.68655,1.67,-11.279602724817984,-20.527195907590865
5844,2008-02-12 20:49:44.835,-115.93632,32.68565,1.02,-11.379635451829493,-20.547992049815743
5917,2008-02-13 05:52:17.214,-115.93389,32.68212,1.17,-11.77262226999934,-20.321380574640855
5993,2008-02-13 12:51:19.274,-115.84783,32.6772,1.19,-12.332942267500854,-12.267667502152937
6034,2008-02-13 18:21:11.584,-115.93307,32.68281,1.17,-11.696054850283852,-20.24447994266183
6106,2008-02-14 06:12:04.400,-115.72115,32.86565,2.76,8.614159040101338,-0.4100998122952057
6157,2008-02-14 12:47:50.132,-115.93327,32.68191,1.23,-11.796091994125883,-20.26340226365828
6167,2008-02-14 15:08:25.910,-115.62881,32.63771,1.19,-16.728202883069017,8.235296972905456
6217,2008-02-15 01:10:18.373,-115.93543,32.68608,1.77,-11.331993990752093,-20.46460131799157
6220,2008-02-15 01:59:58.700,-115.90614,32.67641,1.54,-12.412529655019602,-17.725382537278833
6226,2008-02-15 02:46:17.535,-115.62329,32.84761,1.84,6.612052981645069,8.731571394619793
6274,2008-02-15 09:45:56.100,-115.93319,32.68306,1.27,-11.668233184295016,-20.25565393812269
6308,2008-02-15 14:59:46.467,-115.96031,33.1951,1.18,45.273498689739455,-22.662375168816293
6309,2008-02-15 14:59:58.434,-115.96049,33.19565,1.0,45.33469457621073,-22.678982191762962
6311,2008-02-15 15:00:29.585,-115.9599,33.19503,1.27,45.26562698059643,-22.624242816128447
6355,2008-02-16 02:05:01.220,-115.56015,33.20119,1.44,45.93532078385083,14.571451585241608
6393,2008-02-16 06:52:33.663,-115.5511,32.55772,2.3,-25.61397393307999,15.525708406669258
6421,2008-02-16 11:43:42.169,-115.6171,32.65112,1.37,-15.236108221065514,9.330385975307587
6422,2008-02-16 11:44:07.314,-115.61796,32.65157,1.37,-15.186145928349001,9.249823591973039
6423,2008-02-16 11:44:07.980,-115.62881,32.63771,1.63,-16.728202883069017,8.235296972905456
6447,2008-02-16 14:48:47.513,-115.77008,32.69091,1.82,-10.81479470764401,-4.989839027135462
6475,2008-02-16 22:14:22.280,-115.34933,32.50967,1.2,-30.909343854862957,34.45417494388729
6557,2008-02-17 09:44:13.030,-115.93518,32.78295,1.36,-0.5605942002964116,-20.418989512585796
6657,2008-02-18 02:00:23.732,-115.45605,32.80521,1.29,1.9235542873103346,24.366177857710706
6708,2008-02-18 10:22:44.561,-115.54058,32.95092,1.21,18.10944880663369,16.438890908114143
6737,2008-02-18 13:23:21.456,-115.53773,32.95122,1.06,18.143254327052993,16.70476137945351
6745,2008-02-18 14:00:14.628,-115.93514,32.68613,1.1,-11.326490250373629,-20.437449873623084
6752,2008-02-18 15:15:03.115,-115.7625,32.99547,1.32,23.050399737715857,-4.265837423668349
6764,2008-02-18 16:40:26.585,-115.7625,32.99547,1.82,23.050399737715857,-4.265837423668349
6847,2008-02-19 06:08:01.730,-115.71301,32.67952,1.0,-12.082554961770413,0.3508905703583508
6861,2008-02-19 07:12:39.792,-115.76177,32.99341,1.36,22.82130894074178,-4.197854781593161
7002,2008-02-19 16:15:58.284,-115.66665,32.66576,1.09,-13.611493835284861,4.690596694525843
7083,2008-02-20 01:37:42.970,-115.6432,32.65221,2.36,-15.116903559352636,6.886741569077615
7090,2008-02-20 02:30:01.580,-115.45908,32.71904,1.47,-7.65880083704089,24.106315993099045
7145,2008-02-20 08:32:59.816,-115.61746,32.65035,1.03,-15.321759957796537,9.29676185572012
7193,2008-02-20 13:53:44.578,-115.95354,32.69658,1.18,-10.160803249549547,-22.156838234786854
7262,2008-02-21 05:17:11.726,-115.66624,32.66513,1.1,-13.681528406642974,4.7290092153173235
7332,2008-02-21 12:27:19.150,-115.62851,33.17738,1.16,43.28038234231779,8.213227490766169
7418,2008-02-22 07:29:05.314,-115.60404,32.83705,1.91,5.439587865959218,10.531093710778174
7423,2008-02-22 07:42:36.009,-115.60273,32.83558,1.3,5.276262549504413,10.653660354956802
7438,2008-02-22 08:25:58.520,-115.64172,33.15374,1.8,40.650782367379705,6.98566747762401
7454,2008-02-22 09:32:57.813,-115.60312,32.83619,2.28,5.344052226794712,10.617150022137304
7455,2008-02-22 09:33:05.610,-115.6032,32.83678,2.01,5.409649197394133,10.609605255268786
7531,2008-02-22 21:01:47.470,-115.7735,32.6823,2.03,-11.772016679819046,-5.310399539378174
7638,2008-02-23 15:45:24.255,-115.66669,32.6651,1.19,-13.684884255965084,4.686887040426
7661,2008-02-23 19:35:38.012,-115.67602,33.2584,1.18,52.28669035012055,3.7880389509518118
7671,2008-02-23 21:20:41.067,-115.67438,33.24156,1.17,50.41422797048648,3.941287159143046
7710,2008-02-24 04:42:23.494,-115.66667,32.66584,1.56,-13.60259912707372,4.688720339099273
7718,2008-02-24 05:33:48.056,-115.6666,32.66596,1.4,-13.589252635168096,4.695266558376393
7724,2008-02-24 06:19:09.406,-115.6666,32.66596,1.47,-13.589252635168096,4.695266558376393
7734,2008-02-24 08:11:11.429,-115.66742,32.66657,1.42,-13.521459783846492,4.61847687748591
7766,2008-02-24 13:41:08.523,-115.66665,32.66605,1.24,-13.57924730724149,4.6905814559919135
7770,2008-02-24 14:13:34.057,-115.93648,32.68654,3.54,-11.280640952029437,-20.562760769869506
7778,2008-02-24 15:00:02.844,-115.93711,32.68705,1.14,-11.223809059259153,-20.621601861978146
7797,2008-02-24 17:58:15.426,-115.93623,32.6874,1.58,-11.185061870320142,-20.539166346007033
7798,2008-02-24 18:04:07.780,-115.93524,32.68788,1.17,-11.131879905689603,-20.446407391663822
7819,2008-02-24 22:13:55.691,-115.66683,32.66652,2.17,-13.526993649918088,4.673707521310373
7820,2008-02-24 22:15:02.459,-115.66645,32.66531,1.91,-13.661522676697233,4.709341969315485
7822,2008-02-24 22:43:34.446,-115.66615,32.66578,1.7,-13.609247684182904,4.737399469476951
7827,2008-02-24 23:24:05.870,-115.75387,32.631,1.97,-17.47713040110244,-3.4752174886014964
7875,2008-02-25 08:42:27.365,-115.93561,32.68871,1.14,-11.039516656170655,-20.48084301672357
7902,2008-02-25 12:28:50.981,-115.93548,32.6887,1.18,-11.040653739808834,-20.468679467630043
7946,2008-02-25 17:33:57.646,-115.66605,32.66633,1.08,-13.548085998555477,4.746730987747816
7963,2008-02-25 19:48:56.963,-115.6676,32.66714,1.3,-13.458086511484327,4.601598265001487
8019,2008-02-26 01:39:37.399,-115.93615,32.68866,1.15,-11.044971834089022,-20.531389567103723
8043,2008-02-26 03:06:23.553,-115.93657,32.6874,1.21,-11.184995875929392,-20.570985172932932
8125,2008-02-26 09:24:16.365,-115.93589,32.68809,1.1,-11.108403294832083,-20.507188900387906
8144,2008-02-26 10:22:41.600,-115.66637,32.6652,1.85,-13.673750558134117,4.71683643307053
8208,2008-02-26 18:36:32.552,-115.93619,32.68899,1.55,-11.008269767592768,-20.53505693929888
8282,2008-02-27 01:47:09.371,-115.5755,33.03557,1.77,27.517202512067293,13.167969845304615
8298,2008-02-27 02:20:41.190,-115.57537,33.03493,1.34,27.446053995498453,13.180183776188663
8316,2008-02-27 02:59:11.350,-115.5927,33.17657,1.91,43.19367008226827,11.546122006354715
8319,2008-02-27 03:02:34.290,-115.59163,33.17805,1.3,43.35835623232676,11.645510357098566
8481,2008-02-27 15:32:18.060,-115.93703,32.68648,1.02,-11.287205716435608,-20.614246761798384
8486,2008-02-27 16:33:42.070,-115.58598,33.04048,1.07,28.061910773610013,12.190361970872452
8581,2008-02-28 06:44:48.606,-115.55627,32.97117,1.55,20.358812865015988,14.97146591759407
8588,2008-02-28 07:17:41.831,-115.93484,32.68132,1.25,-11.861395485047375,-20.410474389723657
8625,2008-02-28 12:53:22.586,-115.66449,33.24504,1.24,50.80159939384386,4.860871528294131
8680,2008-02-28 19:29:52.283,-115.61659,32.84367,1.0,6.174518065883273,9.357878058015153
8692,2008-02-28 21:55:55.433,-115.66661,32.66578,1.19,-13.609268164527354,4.694339949602694
8713,2008-02-29 04:30:05.080,-115.61197,33.16266,1.2,41.645002415296034,9.754215306683736
8735,2008-02-29 07:02:55.334,-115.59197,33.04664,1.29,28.74619553646019,11.631202489964828
8904,2008-03-01 13:11:31.196,-115.93613,32.68746,1.48,-11.178409568086957,-20.52979405939924
8943,2008-03-01 22:29:19.746,-115.5587,33.18195,1.04,43.79613227093387,14.709583828945698
8945,2008-03-01 23:18:05.870,-115.61715,32.84287,1.18,6.0855127160357325,9.30564625485291
9078,2008-03-02 21:31:04.152,-115.61343,33.12187,1.46,37.109227695093345,9.622770277663681
9084,2008-03-02 22:24:38.730,-115.93322,32.68312,3.0,-11.661555753078083,-20.25844799487276
9230,2008-03-04 01:24:26.930,-115.6505,33.2112,1.0,47.039494996380576,6.164275131226123
9392,2008-03-05 04:39:41.953,-115.58183,33.04859,1.07,28.96418832649038,12.576041915809004
9483,2008-03-06 00:12:11.926,-115.97667,33.15014,1.21,40.27781320699143,-24.197034217070275
9515,2008-03-06 05:20:45.700,-115.59316,33.18348,1.35,43.96197663285685,11.502406091318758
9519,2008-03-06 05:21:49.853,-115.59325,33.18326,1.47,43.93750393667141,11.494059256536577
9526,2008-03-06 05:30:40.670,-115.59342,33.18151,1.37,43.74289432157217,11.478467107160176
9528,2008-03-06 05:34:09.060,-115.59414,33.18175,1.55,43.769502939105685,11.411429693357544
9530,2008-03-06 05:36:06.660,-115.59389,33.18191,1.4,43.78732121208476,11.434674886379831
9562,2008-03-06 08:00:18.074,-115.59665,33.1815,1.42,43.74143531100375,11.177870821803408
9577,2008-03-06 09:49:22.980,-115.6222,33.1827,1.0,43.87244842946214,8.799958282978944
9593,2008-03-06 11:52:11.025,-115.61899,32.56959,1.59,-24.301994741997664,9.161788983534304
9607,2008-03-06 13:53:18.700,-115.61863,32.57011,1.49,-24.2441422154254,9.195470592434864
9610,2008-03-06 14:17:34.912,-115.61815,32.57045,1.59,-24.20629420620914,9.240415267473411
9618,2008-03-06 17:00:35.652,-115.8672,32.67,1.3,-13.131136119327609,-14.081750352988806
9626,2008-03-06 17:54:10.885,-115.86746,32.67102,1.54,-13.017682718700163,-14.105925964084756
9639,2008-03-07 00:16:02.510,-115.634,32.9167,1.47,14.293676319524767,7.725059723390499
9670,2008-03-07 06:25:41.960,-115.61909,32.57054,2.03,-24.19636820793508,9.15232101274788
9812,2008-03-07 20:20:47.570,-115.653,33.1428,1.07,39.433618851731204,5.93630853842942
9815,2008-03-07 20:37:14.020,-115.6589,33.1506,1.19,40.30062252375941,5.386510110498236
9929,2008-03-08 11:17:32.850,-115.56315,33.19016,1.05,44.7084302778045,14.294115194045611
9955,2008-03-08 15:11:22.165,-115.60292,33.17629,1.24,43.16146239659296,10.594985550815544
10141,2008-03-09 22:35:03.950,-115.6006,33.18016,1.06,43.59202222092341,10.810431689137298
10144,2008-03-09 22:36:30.597,-115.60045,33.1809,1.24,43.674321846925885,10.824300446794853
10146,2008-03-09 22:45:43.900,-115.59925,33.17673,1.07,43.21076290196417,10.936496959082152
10151,2008-03-09 22:48:41.970,-115.59963,33.17649,1.03,43.18403676942693,10.901160367504854
10156,2008-03-09 22:56:36.360,-115.53025,33.20321,1.11,46.16446231033359,17.353049246314757
10168,2008-03-10 01:20:57.347,-115.94004,32.69128,1.55,-10.752880373155337,-20.8948155057707
10349,2008-03-10 22:14:31.390,-115.53982,32.95079,1.06,18.09511198270347,16.509829043676646
10375,2008-03-11 03:30:08.601,-115.42544,32.75264,1.39,-3.91449421117699,27.243109956513173
10416,2008-03-11 08:37:27.895,-115.47073,32.81659,1.65,3.185665763918156,22.9912266989567
10460,2008-03-11 18:46:30.671,-115.75518,32.98636,1.53,22.037141942787066,-3.5835368640587935
10600,2008-03-12 17:03:41.980,-115.56927,33.18837,1.23,44.50857810534175,13.72489763759537
10606,2008-03-12 17:39:57.943,-115.8469,32.67609,1.05,-12.456475959915434,-12.180775093459262
10722,2008-03-13 12:42:57.091,-115.63892,33.13838,1.86,38.943017333308426,7.247594454546968
10724,2008-03-13 12:46:32.892,-115.63839,33.13887,2.53,38.99753938854515,7.296902102998742
10741,2008-03-13 14:40:20.643,-115.63883,33.13803,1.32,38.90410529928427,7.256003194618666
10834,2008-03-14 09:08:34.112,-115.72702,32.61035,1.54,-19.773867718840616,-0.9610948798038446
10895,2008-03-14 21:55:53.048,-115.86259,32.96326,1.01,19.477278423535054,-13.6052707308396
10918,2008-03-15 01:29:02.066,-115.53137,32.91584,1.25,14.21020254006087,17.305108064523306
