index,time,longitude,latitude,magnitude,x,y,time_days,step,logli_t,logli_s,logli_ts,loglam_t,loglam_ts,intlam
7502,2008-02-22 15:30:34.826,-116.80224,33.70077,1.28,24.37148917571876,-27.80119520841197,13931.646236412036,,,,,,,
7503,2008-02-22 16:03:15.260,-116.02056,33.68381,1.42,22.548631076492136,44.51939826229192,13931.66892662037,,,,,,,
7549,2008-02-23 00:58:26.558,-116.72725,33.50877,1.15,2.518130238603693,-20.928787290570327,13932.040585162038,,,,,,,
7577,2008-02-23 07:18:55.342,-116.3754,33.37537,1.18,-11.844514732126273,11.729129182274193,13932.304807199076,,,,,,,
7631,2008-02-23 14:45:57.284,-116.71478,33.90655,1.54,47.23312557573262,-19.663221378663728,13932.615246342591,,,,,,,
7686,2008-02-23 23:47:34.797,-116.58646,33.45929,1.09,-2.5169555067043508,-7.861703035571083,13932.991374965275,,,,,,,
7833,2008-02-25 00:55:35.670,-116.10331,33.23451,1.14,-27.44364114759481,37.0544551590169,13934.038607291668,,,,,,,
7857,2008-02-25 06:26:16.609,-116.58557,33.4589,1.07,-2.560388527924016,-7.77917502569642,13934.268247789352,,,,,,,
7860,2008-02-25 06:57:27.514,-116.65799,33.9838,1.41,55.81357732558661,-14.409225722705612,13934.289901782407,,,,,,,
7873,2008-02-25 08:39:47.654,-116.84782,33.93549,1.23,50.48427776615276,-31.930219194773954,13934.360968217594,,,,,,,
7952,2008-02-25 18:17:27.565,-116.07501,33.27341,1.14,-23.10773411165077,39.668847910296165,13934.762124594905,,,,,,,
