index,time,longitude,latitude,magnitude,x,y,time_days,step,logli_t,logli_s,logli_ts,loglam_t,loglam_ts,intlam
4509,2008-02-05 14:48:15.064,-115.78995,32.51825,2.15,-30.012599135063585,-6.862536363748058,13914.616841018516,,,,,,,
4510,2008-02-05 14:49:15.670,-115.79105,32.51935,1.04,-29.946109455636694,-6.933717483417588,13914.617542476852,,,,,,,
4528,2008-02-05 18:19:33.420,-115.79042,32.51894,1.28,-29.93584413083204,-6.906551412994939,13914.76358125,,,,,,,
4563,2008-02-05 23:26:16.083,-115.84118,32.67621,1.32,-12.443775975731386,-11.645385839546927,13914.976575034723,,,,,,,
4565,2008-02-05 23:49:19.181,-115.79005,32.51853,1.5,-29.981458081995346,-6.871891115406592,13914.992583113426,,,,,,,
4567,2008-02-06 00:18:08.702,-115.79116,32.522,1.47,-29.59553924075894,-6.975696748862113,13915.012600717597,,,,,,,
4581,2008-02-06 02:29:35.390,-115.79105,32.51935,1.03,-29.516594483806102,-6.470020349431917,13915.103881828703,,,,,,,
4583,2008-02-06 02:40:23.848,-115.79271,32.52302,1.18,-29.4820174115434,-7.1209409567368,13915.111387129631,,,,,,,
4632,2008-02-06 09:11:57.257,-115.79352,32.52302,1.59,-29.48196273569992,-7.196884247228271,13915.383301585647,,,,,,,
4794,2008-02-07 10:09:10.048,-115.65533,32.66892,1.32,-13.176845505779998,6.062505778857116,13916.423032962964,,,,,,,
4841,2008-02-07 17:08:04.218,-115.65533,32.66892,1.57,-13.432618930788005,5.555775915260235,13916.713937708331,,,,,,,
4904,2008-02-08 08:37:46.794,-115.78993,32.51823,1.22,-30.01482432722789,-6.860662651420666,13917.359569375,,,,,,,
5013,2008-02-09 04:27:24.762,-115.6702,32.66496,1.44,-13.79789769536354,4.530835775159836,13918.185703263887,,,,,,,
5056,2008-02-09 09:23:32.762,-115.6702,32.66496,1.61,-13.518409727103002,4.173567947135637,13918.391351412036,,,,,,,
5074,2008-02-09 10:14:07.441,-115.67028,32.66529,1.07,-13.66391037988223,4.350823747338358,13918.426475011574,,,,,,,
5089,2008-02-09 11:14:12.220,-115.59657,33.18718,1.2,44.37303089312278,11.184593361856178,13918.46819699074,,,,,,,
5096,2008-02-09 11:41:55.816,-115.64686,33.15389,1.2,40.66713277546562,6.507154846958122,13918.487451574074,,,,,,,
5123,2008-02-09 12:56:47.552,-115.73096,32.95051,1.87,18.050241055187424,-1.3250619064164646,13918.53943925926,,,,,,,
5146,2008-02-09 14:49:57.389,-115.73439,32.95181,1.85,18.19484267517104,-1.6450852563952458,13918.618025335649,,,,,,,
5195,2008-02-09 21:51:10.955,-115.94774,33.19264,1.02,44.997326712872656,-21.493342004424605,13918.91054346065,,,,,,,
5223,2008-02-10 01:42:01.640,-115.62954,32.65359,1.41,-14.962484070751035,8.165490038303565,13919.070852314817,,,,,,,
5224,2008-02-10 01:47:57.610,-115.6313,32.64709,1.72,-15.685385346114831,8.001300453602434,13919.07497233796,,,,,,,
5252,2008-02-10 06:05:47.220,-115.95315,33.04321,1.39,28.382593429033324,-22.03410037860642,13919.25401875,,,,,,,
5261,2008-02-10 07:59:47.948,-115.93533,32.68678,2.26,-11.2541768942768,-20.45508219892785,13919.333193842593,,,,,,,
5270,2008-02-10 09:06:47.402,-115.57204,33.19933,1.31,45.726917018574056,13.46545065453284,13919.379715300924,,,,,,,
5275,2008-02-10 09:41:59.905,-115.72342,33.15061,1.35,40.30027640476393,-0.6201098170238014,13919.40416556713,,,,,,,
5276,2008-02-10 09:42:34.851,-115.93506,32.68679,1.77,-11.25311706538166,-20.42981184078169,13919.404570034723,,,,,,,
5281,2008-02-10 10:17:02.960,-115.93524,32.68585,1.08,-11.35760551391065,-20.446872659682352,13919.42850648148,,,,,,,
5303,2008-02-10 16:23:13.980,-115.60368,32.62263,1.0,-18.402789749797773,10.590183013704747,13919.682800694443,,,,,,,
5641,2008-02-12 03:47:04.337,-115.73074,32.95139,1.05,18.14808985240828,-1.3045211095259002,13921.157689085649,,,,,,,
5832,2008-02-12 18:09:35.163,-115.9361,32.68655,1.67,-11.279602724817984,-20.527195907590865,13921.756656979169,,,,,,,
5844,2008-02-12 20:49:44.835,-115.93632,32.68565,1.02,-11.379635451829492,-20.547992049815743,13921.867880034722,,,,,,,
5917,2008-02-13 05:52:17.214,-115.93389,32.68212,1.17,-11.77262226999934,-20.32138057464085,13922.24464368056,,,,,,,
5993,2008-02-13 12:51:19.274,-115.84783,32.6772,1.19,-12.332942267500854,-12.267667502152936,13922.535639745369,,,,,,,
6034,2008-02-13 18:21:11.584,-115.93307,32.68281,1.17,-11.696054850283852,-20.24447994266183,13922.764717407408,,,,,,,
6106,2008-02-14 06:12:04.400,-115.72115,32.86565,2.76,8.614159040101338,-0.4100998122952057,13923.25838425926,,,,,,,
6157,2008-02-14 12:47:50.132,-115.93327,32.68191,1.23,-11.796091994125884,-20.26340226365828,13923.53321912037,,,,,,,
6167,2008-02-14 15:08:25.910,-115.62881,32.63771,1.19,-17.094992958932387,8.367693229370964,13923.630855439817,,,,,,,
6217,2008-02-15 01:10:18.373,-115.93543,32.68608,1.77,-11.331993990752093,-20.46460131799157,13924.048823761574,,,,,,,
6220,2008-02-15 01:59:58.700,-115.90614,32.67641,1.54,-12.412529655019602,-17.725382537278833,13924.083318287036,,,,,,,
6226,2008-02-15 02:46:17.535,-115.62329,32.84761,1.84,6.612052981645069,8.731571394619793,13924.115480729168,,,,,,,
6274,2008-02-15 09:45:56.100,-115.93319,32.68306,1.27,-11.668233184295016,-20.25565393812269,13924.406899305555,,,,,,,
6308,2008-02-15 14:59:46.467,-115.96031,33.1951,1.18,45.273498689739455,-22.662375168816293,13924.624843368056,,,,,,,
6309,2008-02-15 14:59:58.434,-115.96049,33.19565,1.0,45.33469457621073,-22.67898219176296,13924.624981874997,,,,,,,
6311,2008-02-15 15:00:29.585,-115.9599,33.19503,1.27,45.26562698059643,-22.624242816128447,13924.625342418982,,,,,,,
6355,2008-02-16 02:05:01.220,-115.56015,33.20119,1.44,45.93532078385083,14.571451585241608,13925.086819675926,,,,,,,
6393,2008-02-16 06:52:33.663,-115.5511,32.55772,2.3,-25.61397393307999,15.525708406669258,13925.286500729168,,,,,,,
6421,2008-02-16 11:43:42.169,-115.6171,32.65112,1.37,-15.236108221065514,9.330385975307587,13925.488682511574,,,,,,,
6422,2008-02-16 11:44:07.314,-115.61796,32.65157,1.37,-15.186145928349,9.24982359197304,13925.488973541664,,,,,,,
6423,2008-02-16 11:44:07.980,-115.62881,32.63771,1.63,-17.099877020880253,8.313789481134785,13925.48898125,,,,,,,
6447,2008-02-16 14:48:47.513,-115.77008,32.69091,1.82,-10.81479470764401,-4.989839027135462,13925.617216585648,,,,,,,
6475,2008-02-16 22:14:22.280,-115.34933,32.50967,1.2,-30.90934385486296,34.45417494388729,13925.92664675926,,,,,,,
6557,2008-02-17 09:44:13.030,-115.93518,32.78295,1.36,-0.5605942002964116,-20.4189895125858,13926.405706365744,,,,,,,
6657,2008-02-18 02:00:23.732,-115.45605,32.80521,1.29,1.9235542873103344,24.366177857710703,13927.08360800926,,,,,,,
6708,2008-02-18 10:22:44.561,-115.54058,32.95092,1.21,18.10944880663369,16.438890908114143,13927.432460196758,,,,,,,
6737,2008-02-18 13:23:21.456,-115.53773,32.95122,1.06,18.143254327053,16.70476137945351,13927.557887222223,,,,,,,
6745,2008-02-18 14:00:14.628,-115.93514,32.68613,1.1,-11.326490250373627,-20.437449873623084,13927.583502638889,,,,,,,
6752,2008-02-18 15:15:03.115,-115.7625,32.99547,1.32,23.24382186577217,-4.065225927273897,13927.635452719907,,,,,,,
6764,2008-02-18 16:40:26.585,-115.7625,32.99547,1.82,23.30387184837545,-3.892978002102684,13927.694752141204,,,,,,,
6847,2008-02-19 06:08:01.730,-115.71301,32.67952,1.0,-12.082554961770413,0.3508905703583508,13928.255575578702,,,,,,,
6861,2008-02-19 07:12:39.792,-115.76177,32.99341,1.36,22.82130894074178,-4.197854781593161,13928.300460555556,,,,,,,
7002,2008-02-19 16:15:58.284,-115.66665,32.66576,1.09,-13.61149383528486,4.690596694525843,13928.677757916666,,,,,,,
7083,2008-02-20 01:37:42.970,-115.6432,32.65221,2.36,-15.116903559352636,6.886741569077615,13929.067858449072,,,,,,,
7090,2008-02-20 02:30:01.580,-115.45908,32.71904,1.47,-7.65880083704089,24.106315993099045,13929.104184953703,,,,,,,
7145,2008-02-20 08:32:59.816,-115.61746,32.65035,1.03,-15.321759957796536,9.29676185572012,13929.35624787037,,,,,,,
7193,2008-02-20 13:53:44.578,-115.95354,32.69658,1.18,-10.160803249549549,-22.156838234786854,13929.578988171294,,,,,,,
7262,2008-02-21 05:17:11.726,-115.66624,32.66513,1.1,-13.681528406642974,4.729009215317324,13930.220274606483,,,,,,,
7332,2008-02-21 12:27:19.150,-115.62851,33.17738,1.16,43.28038234231779,8.213227490766169,13930.51897164352,,,,,,,
7418,2008-02-22 07:29:05.314,-115.60404,32.83705,1.91,5.439587865959218,10.531093710778174,13931.311867060183,,,,,,,
7423,2008-02-22 07:42:36.009,-115.60273,32.83558,1.3,5.276262549504413,10.653660354956802,13931.321250104163,,,,,,,
7438,2008-02-22 08:25:58.520,-115.64172,33.15374,1.8,40.650782367379705,6.98566747762401,13931.35137175926,,,,,,,
7454,2008-02-22 09:32:57.813,-115.60312,32.83619,2.28,5.344052226794712,10.617150022137304,13931.397891354169,,,,,,,
7455,2008-02-22 09:33:05.610,-115.6032,32.83678,2.01,5.409649197394133,10.609605255268786,13931.397981597222,,,,,,,
7531,2008-02-22 21:01:47.470,-115.7735,32.6823,2.03,-11.772016679819046,-5.310399539378174,13931.87624386574,,,,,,,
7638,2008-02-23 15:45:24.255,-115.66669,32.6651,1.19,-13.684884255965084,4.686887040426,13932.656530729168,,,,,,,
7661,2008-02-23 19:35:38.012,-115.67602,33.2584,1.18,52.28669035012055,3.788038950951812,13932.816412175927,,,,,,,
7671,2008-02-23 21:20:41.067,-115.67438,33.24156,1.17,50.41422797048648,3.941287159143046,13932.88936420139,,,,,,,
7710,2008-02-24 04:42:23.494,-115.66667,32.66584,1.56,-13.60259912707372,4.688720339099273,13933.196105254632,,,,,,,
7718,2008-02-24 05:33:48.056,-115.6666,32.66596,1.4,-13.589293643203307,4.925515747905965,13933.231806203705,,,,,,,
7724,2008-02-24 06:19:09.406,-115.6666,32.66596,1.47,-13.47007989980226,4.381906498174076,13933.263303310188,,,,,,,
7734,2008-02-24 08:11:11.429,-115.66742,32.66657,1.42,-13.521459783846492,4.61847687748591,13933.341104502311,,,,,,,
7766,2008-02-24 13:41:08.523,-115.66665,32.66605,1.24,-13.57924730724149,4.6905814559919135,13933.570237534725,,,,,,,
7770,2008-02-24 14:13:34.057,-115.93648,32.68654,3.54,-11.280640952029437,-20.562760769869502,13933.592755289352,,,,,,,
7778,2008-02-24 15:00:02.844,-115.93711,32.68705,1.14,-11.223809059259152,-20.621601861978142,13933.625032916669,,,,,,,
7797,2008-02-24 17:58:15.426,-115.93623,32.6874,1.58,-11.185061870320142,-20.53916634600704,13933.748789652776,,,,,,,
7798,2008-02-24 18:04:07.780,-115.93524,32.68788,1.17,-11.131879905689605,-20.446407391663826,13933.752867824074,,,,,,,
7819,2008-02-24 22:13:55.691,-115.66683,32.66652,2.17,-13.526993649918088,4.673707521310373,13933.926339016203,,,,,,,
7820,2008-02-24 22:15:02.459,-115.66645,32.66531,1.91,-13.661522676697231,4.709341969315485,13933.927111793982,,,,,,,
7822,2008-02-24 22:43:34.446,-115.66615,32.66578,1.7,-13.609247684182904,4.737399469476951,13933.946926458337,,,,,,,
7827,2008-02-24 23:24:05.870,-115.75387,32.631,1.97,-17.47713040110244,-3.4752174886014964,13933.975067939817,,,,,,,
7875,2008-02-25 08:42:27.365,-115.93561,32.68871,1.14,-11.039516656170656,-20.48084301672357,13934.362816724535,,,,,,,
