id,time,longitude,latitude,magnitude,x,y
468,2008-01-24 06:22:19.858,-116.48352,33.49056,1.44,-4.437390739232129,12.146993215436819
471,2008-01-24 09:41:55.950,-116.74591,33.69798,0.83,18.626705097983358,-12.1562210968705
473,2008-01-24 11:34:36.770,-116.48358,33.48982,0.69,-4.519681991668621,12.141532970717513
475,2008-01-24 13:39:40.252,-116.49042,33.49041,0.69,-4.454856459714303,11.50714910194553
477,2008-01-24 15:07:07.035,-116.6127,33.42093,1.17,-12.18755915121191,0.16775425789330645
478,2008-01-24 15:53:16.381,-116.4579,33.50904,0.63,-2.3792164973704213,14.519734915389293
479,2008-01-24 17:02:03.459,-116.72811,33.69368,0.69,18.146619318102857,-10.510044801024716
481,2008-01-24 18:34:36.590,-116.71878,33.62278,0.84,10.261992147019539,-9.654814029835846
482,2008-01-24 18:39:23.193,-116.71849,33.62278,1.25,10.261965169028787,-9.627962309882037
484,2008-01-24 18:52:42.383,-116.45796,33.50899,0.98,-2.3847846380234428,14.514180458516439
487,2008-01-25 00:13:57.448,-116.78605,33.68257,1.06,16.918622618115,-15.872465855987008
489,2008-01-25 01:19:00.358,-116.78605,33.68257,1.23,16.918622618115,-15.872465855987008
495,2008-01-25 09:50:58.448,-116.45143,33.40837,0.86,-13.572282240522204,15.137172133799236
497,2008-01-25 18:35:10.685,-116.941185,33.826492,1.04,32.95651905037166,-30.176146206617037
501,2008-01-26 02:52:38.390,-116.80288,33.89505,0.92,40.54801623876715,-17.386606431671556
503,2008-01-26 05:55:40.705,-116.38014,33.37417,0.94,-17.362482257826255,21.76301005301015
505,2008-01-26 07:24:51.663,-116.40208,33.47424,0.77,-6.239593327993158,19.702952239207914
508,2008-01-26 12:36:40.308,-116.4954,33.50301,0.8,-3.0543418048082853,11.043725466508159
514,2008-01-26 16:52:11.450,-116.58894,33.46183,0.78,-7.639395975799712,2.37176581318724
519,2008-01-26 22:08:40.462,-116.37587,33.37818,0.68,-16.915688050246835,22.158491952909024
520,2008-01-27 00:13:27.606,-116.37593,33.37802,0.83,-16.9334920264127,22.15296152402026
521,2008-01-27 00:56:57.819,-116.37617,33.37804,1.64,-16.93131929265606,22.130671422660857
523,2008-01-27 01:48:37.824,-116.635391,33.544632,0.74,1.5676690589625755,-1.9353972004887428
527,2008-01-27 02:40:41.107,-116.896744,33.760868,0.79,25.647389044017352,-26.090960144811405
530,2008-01-27 04:34:23.956,-116.37659,33.37761,1.31,-16.979222493672452,22.091782050968384
531,2008-01-27 06:07:19.729,-116.746513,33.67263,0.68,15.807985205900119,-12.215602495829266
535,2008-01-27 06:34:07.613,-116.491524,33.492004,0.6,-4.2777336655039955,11.404560663189786
539,2008-01-27 06:44:24.312,-116.7519,33.5833,0.85,5.875592712469272,-12.727287350382548
548,2008-01-28 02:44:55.372,-116.758,33.70432,0.95,19.333165035951858,-13.273704566254839
551,2008-01-28 06:59:53.471,-116.763199,33.694702,0.72,18.264370905787416,-13.756172988032777
553,2008-01-28 13:14:55.295,-116.70831,33.6865,1.49,17.346405783641455,-8.678952804711846
554,2008-01-28 15:52:54.029,-116.848961,33.505947,0.74,-2.70953929759179,-21.737922238205954
556,2008-01-28 20:54:11.921,-116.689568,33.636776,0.77,11.815936144390015,-6.9488840147115996
559,2008-01-29 03:59:54.171,-116.62717,33.45276,0.91,-8.648154440117132,-1.1747539114182033
560,2008-01-29 04:13:36.524,-116.37567,33.37816,0.89,-16.91786926108476,22.177067863014038
561,2008-01-29 05:56:47.025,-116.73638,33.51356,0.76,-1.8809377916865522,-11.298714436110693
562,2008-01-29 07:32:19.659,-116.32861,33.34447,1.14,-20.65298476448323,26.557071284238106
565,2008-01-29 11:11:36.922,-116.683006,33.526344,1.14,-0.4639621308954085,-6.34950932782329
570,2008-01-29 14:17:37.639,-116.71569,33.6054,0.74,8.329140958559405,-9.370592284475483
572,2008-01-29 16:36:25.690,-116.86189,33.47376,1.3,-6.285784286292071,-22.945193469156766
573,2008-01-29 21:09:44.954,-116.76561,33.6588,0.68,14.272574499573695,-13.98505669251504
581,2008-01-30 12:22:06.810,-116.35048,33.35686,2.57,-19.280657169845533,24.522071914614763
584,2008-01-31 02:50:32.932,-116.49136,33.48925,1.03,-4.583946403956212,11.420132090752775
585,2008-01-31 03:20:37.519,-116.49292,33.48495,0.75,-5.062255116139845,11.276025027157134
587,2008-01-31 04:43:06.088,-116.89642,33.83282,1.38,33.64799739387595,-26.03916181747943
588,2008-01-31 04:44:06.429,-116.886414,33.810158,0.71,31.125626254886598,-25.121588025804392
590,2008-01-31 04:54:38.841,-116.658348,33.484772,1.52,-5.087795228344632,-4.065773393926061
591,2008-01-31 05:24:31.706,-116.811775,33.846062,1.13,35.10233275024213,-18.218027352911438
597,2008-01-31 12:12:52.104,-116.73996,33.687267,0.7,17.4347915294261,-11.607223645018198
599,2008-01-31 16:32:02.098,-116.394226,33.504749,0.61,-2.845630415709732,20.424221338571957
602,2008-01-31 18:49:57.530,-116.832375,33.485806,0.67,-4.952467432964298,-20.204814576850147
603,2008-01-31 19:36:53.620,-116.80628,33.89077,1.12,40.072679058382164,-17.701308455625107
606,2008-01-31 21:00:42.681,-116.85986,33.47281,0.66,-6.391866391289266,-22.75715708899168
607,2008-02-01 01:27:21.034,-116.86335,33.47322,0.65,-6.345505744007766,-23.080754888768002
611,2008-02-01 10:39:18.221,-116.689796,33.68325,0.61,16.983624143249976,-6.9662321344734455
612,2008-02-01 11:48:45.237,-116.83281,33.71284,0.62,20.2926327253985,-20.191960412019146
621,2008-02-02 16:49:09.717,-116.37593,33.37867,1.24,-16.86121536911394,22.152795724742436
622,2008-02-02 18:02:30.475,-116.70923,33.64359,1.14,12.575109432394392,-8.768442143155461
628,2008-02-03 03:37:52.642,-116.58904,33.46212,1.41,-7.607151728382797,2.3624814295970324
631,2008-02-03 05:04:17.106,-116.72696,33.66267,1.02,14.69834904023814,-10.407399430248672
640,2008-02-04 00:36:23.338,-116.51281,33.51548,0.78,-1.6694590024998988,9.428100840099567
642,2008-02-04 02:45:14.726,-116.46098,33.50941,0.65,-2.3385012129319365,14.234114654568286
643,2008-02-04 06:53:18.949,-116.48641,33.48689,0.88,-4.8458106357155,11.879495795122086
644,2008-02-04 07:58:05.877,-116.29612,33.342987,0.86,-20.809109801950374,29.575568592251845
648,2008-02-04 11:10:12.887,-116.88985,33.79573,1.15,29.522146763788694,-25.44332031838292
651,2008-02-04 21:19:09.401,-116.363708,33.415867,0.71,-12.722426961548113,23.277673509917623
657,2008-02-05 05:29:42.639,-116.85948,33.47289,0.76,-6.383054068068727,-22.72189005844508
658,2008-02-05 05:52:11.560,-116.56356,33.49518,1.26,-3.9301774266451344,4.724315467501889
663,2008-02-05 08:48:39.000,-116.37619,33.37875,0.97,-16.852375205269492,22.128633432937207
667,2008-02-05 17:46:27.023,-116.74749,33.6607,0.83,14.48154562889891,-12.307717465735259
668,2008-02-05 17:47:14.606,-116.46206,33.51058,1.1,-2.2085508414877113,14.133792725425483
669,2008-02-05 18:00:45.631,-116.816986,33.712116,0.84,20.209154096497524,-18.728473799678973
670,2008-02-05 18:50:13.423,-116.85051,33.863827,1.46,37.08520130895448,-21.790752701332316
671,2008-02-05 22:42:12.193,-116.33519,33.34196,1.83,-20.933746390142147,25.946604534068978
672,2008-02-05 22:53:25.472,-116.391357,33.401169,0.88,-14.362626091316102,20.714975716204357
673,2008-02-06 01:19:40.049,-116.51393,33.50521,0.78,-2.811531998864937,9.325375652738032
677,2008-02-06 03:33:21.503,-116.37608,33.37863,1.39,-16.865695146556078,22.13887789760254
678,2008-02-06 06:37:43.243,-116.37608,33.37863,1.95,-16.865695146556078,22.13887789760254
679,2008-02-06 06:48:13.462,-116.729897,33.694832,0.78,18.274898609144998,-10.675227893640772
682,2008-02-06 08:07:48.773,-116.6286,33.45135,1.26,-8.804922187627799,-1.3074426759585187
684,2008-02-06 09:13:31.968,-116.70243,33.65327,0.88,13.650921469554607,-8.138053239971871
689,2008-02-06 09:30:24.872,-116.71193,33.63482,1.57,11.600161759231224,-9.019298262782407
690,2008-02-06 09:30:41.979,-116.71754,33.63383,1.35,11.490581111278276,-9.538777184003617
693,2008-02-06 09:55:44.857,-116.267357,33.491245,1.34,-4.315036553534269,32.19233930440506
695,2008-02-06 18:16:52.530,-116.786339,33.927502,0.76,44.15385334856408,-15.85387093254156
696,2008-02-06 18:47:52.155,-116.457588,33.464649,0.84,-7.315225424145631,14.556123451005982
697,2008-02-06 18:58:26.473,-116.46368,33.45847,1.41,-8.003136536640032,13.992017409876711
698,2008-02-06 22:10:41.954,-116.48962,33.47117,0.93,-6.594157471580164,11.58390999969694
700,2008-02-07 01:05:19.481,-116.71548,33.69879,0.99,18.71361498728745,-9.341013519408856
701,2008-02-07 01:13:38.667,-116.83799,33.95076,2.33,46.749136209629796,-20.61378382111382
702,2008-02-07 01:53:27.776,-116.746,33.69918,0.89,18.760149550241866,-12.164377461054833
704,2008-02-07 02:27:50.661,-116.38345,33.40438,0.81,-14.003974126480351,21.448184644891573
705,2008-02-07 02:59:21.116,-116.45862,33.45606,1.72,-8.270422656750634,14.461827015554752
714,2008-02-07 13:07:18.337,-116.45594,33.51778,1.62,-1.4070970798503213,14.699969279560236
715,2008-02-07 14:11:41.578,-116.74497,33.70042,0.69,18.897910733826453,-12.0689182011959
718,2008-02-07 15:56:14.103,-116.339195,33.310421,1.95,-24.441713310227687,25.583844519881133
719,2008-02-07 16:04:09.704,-116.360954,33.33424,0.79,-21.79830804037248,23.555409159568352
720,2008-02-07 16:25:39.328,-116.36689,33.377789,0.65,-16.95721338103417,22.992424443830537
722,2008-02-07 17:00:10.691,-116.56331,33.495,1.55,-3.9501811016438197,4.747507597878422
724,2008-02-07 22:52:21.300,-116.5261,33.47452,1.7,-6.225131716916426,8.199901020448634
732,2008-02-08 07:49:51.247,-116.4408,33.47474,0.6,-6.190677281665872,16.11152848655104
733,2008-02-08 08:54:38.803,-116.906555,33.780582,0.78,27.841999494545327,-26.991724010015098
744,2008-02-08 15:18:27.050,-116.404724,33.345867,0.74,-20.51451160288167,19.486526780563285
745,2008-02-08 15:40:24.403,-116.7604,33.7086,1.78,19.809389374960713,-13.495043854761857
747,2008-02-08 19:26:28.863,-116.826416,33.713234,0.73,20.335215059378804,-19.600456277112578
749,2008-02-08 20:29:41.653,-116.37621,33.37887,1.07,-16.839036083264006,22.126745791331548
756,2008-02-09 03:27:38.581,-116.36237,33.41441,1.07,-12.884137087799179,23.40225123995445
759,2008-02-09 05:00:54.901,-116.31845,33.50961,0.64,-2.2876291217164906,27.448516221613474
762,2008-02-09 09:55:55.620,-116.482796,33.586941,1.39,6.27977039201442,12.20052190587028
768,2008-02-09 15:29:37.449,-116.681694,33.614529,1.73,9.341682434752192,-6.221536694812705
769,2008-02-09 15:56:51.796,-116.78119,33.67642,0.86,16.234039893554872,-15.423882412712349
770,2008-02-09 16:47:25.737,-116.753403,33.627083,2.3,10.744224638888362,-12.859989213985681
772,2008-02-09 20:20:50.110,-116.336418,33.356731,2.52,-19.29159351288217,25.828142898009432
777,2008-02-09 23:09:45.972,-116.62824,33.45172,0.79,-8.763784542033463,-1.2740378839601174
778,2008-02-09 23:18:15.730,-116.45718,33.50868,0.67,-2.419145659584444,14.58654975043666
787,2008-02-10 10:28:18.650,-116.45466,33.4576,0.79,-8.098623748915703,14.828935954223514
789,2008-02-10 10:52:05.241,-116.80652,33.89103,1.46,40.1016308394743,-17.723407460824
794,2008-02-10 14:04:59.495,-116.37594,33.42059,0.61,-12.199929090247217,22.141170854154872
797,2008-02-10 19:52:50.494,-116.661804,33.590878,2.75,6.710794110931003,-4.380902926897275
798,2008-02-10 21:43:24.729,-116.45792,33.50882,1.14,-2.403682173500134,14.517917549913305
800,2008-02-11 01:06:35.382,-116.734428,33.595818,1.97,7.265522110015005,-11.107166611311147
807,2008-02-11 06:37:15.153,-116.734856,33.882809,0.77,39.17750591041927,-11.109646392591797
812,2008-02-11 08:53:06.365,-116.45753,33.50875,0.99,-2.4114111721617153,14.554087910464698
813,2008-02-11 09:41:07.123,-116.73629,33.62653,0.64,10.680741174695795,-11.275611818113417
818,2008-02-11 14:05:36.096,-116.74662,33.87107,1.32,37.87351460804479,-12.197280623919575
