id,time,longitude,latitude,magnitude,x,y,time_days
12072,1971-01-23 22:07:36.680,-115.8098333,32.6423333,3.99,-357.3198413526288,286.1438234808005,387.9219523148148
12073,1971-01-24 07:47:25.900,-115.7693333,32.554,2.85,-367.0244884130495,290.2308981063792,388.32460532407407
12074,1971-01-26 21:53:51.620,-121.3786667,35.5313333,3.21,-37.51647006332068,-227.46650182227813,390.9124030092592
12075,1971-01-29 05:36:21.910,-117.1071667,34.1043333,2.99,-197.674916168154,161.8359949976747,393.23358692129625
12076,1971-01-31 11:23:06.330,-116.9701667,33.9748333,2.59,-211.8414813495437,174.72056912121556,395.47437881944444
12077,1971-01-31 12:22:41.990,-120.9368333,36.3285,3.9,50.18165605176616,-185.6148696083583,395.5157637731482
12078,1971-02-01 22:16:05.480,-119.9968333,37.3805,3.7,165.770196809571,-100.04227508580348,396.9278412037037
12079,1971-02-02 10:45:22.440,-116.8476667,34.61,2.69,-140.99623392555975,184.59621508651315,397.44817638888884
12080,1971-02-02 10:48:38.980,-116.864,34.6035,2.84,-141.74936674070784,183.1161037386899,397.4504511574074
12081,1971-02-02 12:30:17.160,-116.8783333,34.6278333,2.9,-139.07029505168126,181.75053598402536,397.5210319444444
12082,1971-02-02 15:42:02.410,-117.6395,35.7158333,2.6,-19.226330896033986,110.60982673999376,397.65419456018515
12083,1971-02-03 22:41:23.510,-117.6096667,35.7541667,2.65,-14.92984664700441,113.24841251970471,398.94541099537037
12086,1971-02-08 00:38:23.200,-118.2965,35.4955,3.35,-44.26961546211321,51.439081728706896,403.02665740740747
12088,1971-02-08 01:11:23.970,-116.1713333,33.8421667,2.7,-224.8887433476808,248.77051227423505,403.0495829861111
12089,1971-02-08 05:03:24.420,-118.7611667,35.0853333,3.29,-90.02217547515916,9.420324669295788,403.2106993055556
12090,1971-02-08 21:29:14.720,-115.9785,33.0811667,3.18,-308.99731341961746,268.97839885919603,403.89530925925925
12091,1971-02-09 14:00:41.920,-118.37,34.416,6.6,-164.46555568716096,45.83430328383121,404.5838185185185
12092,1971-02-09 14:01:12.450,-118.37,34.416,5.8,-164.10810186419693,45.482247461618336,404.58417187500004
12093,1971-02-09 14:01:36.840,-118.37,34.416,4.2,-164.6840771655659,45.0395834977575,404.5844541666667
12094,1971-02-09 14:01:40.080,-118.37,34.416,4.1,-164.78201219384013,45.749765123196234,404.5844916666666
12095,1971-02-09 14:01:53.040,-118.37,34.416,4.5,-164.2389807942651,45.59166155521734,404.58464166666664
12096,1971-02-09 14:01:54.440,-118.37,34.416,4.2,-164.81951131171252,45.853498829583295,404.58465787037034
12097,1971-02-09 14:01:59.080,-118.37,34.416,4.1,-164.0076531652079,45.095928088099576,404.58471157407405
12098,1971-02-09 14:02:03.000,-118.4006667,34.4111667,4.1,-165.20934373669104,42.256121267819715,404.58475694444445
12099,1971-02-09 14:02:29.940,-118.37,34.416,4.7,-164.5358535630488,45.40834540905354,404.58506874999995
12100,1971-02-09 14:02:45.740,-118.37,34.416,5.8,-164.4081507873662,45.17481811761934,404.5852516203704
12101,1971-02-09 14:02:47.280,-118.333,34.333,3.9,-173.55161787348896,48.8269500983073,404.58526944444446
12102,1971-02-09 14:02:50.140,-118.37,34.416,3.7,-164.22824291128595,45.023082838073336,404.5853025462963
12103,1971-02-09 14:02:59.840,-118.37,34.416,3.5,-164.5479511574731,45.249950820714986,404.58541481481484
12104,1971-02-09 14:03:05.080,-118.37,34.416,3.5,-164.38402582179128,45.66876493881431,404.58547546296296
12105,1971-02-09 14:03:11.080,-118.37,34.416,3.5,-164.64042202384996,45.39782341583491,404.5855449074074
12106,1971-02-09 14:03:25.080,-118.37,34.416,4.4,-164.24768123714628,44.930039390141296,404.58570694444444
12107,1971-02-09 14:03:31.940,-118.37,34.416,3.7,-164.23255095410687,45.05411310110859,404.58578634259254
12108,1971-02-09 14:03:43.340,-118.37,34.416,4.1,-164.77504421302305,45.83247451467463,404.5859182870371
12109,1971-02-09 14:04:07.440,-118.37,34.416,4.1,-163.87446377293375,45.691986325537755,404.5861972222222
12110,1971-02-09 14:04:19.340,-118.37,34.416,3.7,-164.53548203683496,44.98126109142768,404.5863349537037
12111,1971-02-09 14:04:35.980,-118.37,34.416,4.2,-164.15586277949618,45.3237414711609,404.5865275462963
12112,1971-02-09 14:04:37.640,-118.37,34.416,4.1,-164.71805757116354,45.378765887532566,404.58654675925925
12113,1971-02-09 14:04:42.340,-118.37,34.416,4.2,-164.80570728489312,45.79290937950008,404.5866011574075
12114,1971-02-09 14:04:44.080,-118.37,34.416,4.1,-164.5813158244083,45.54611126177528,404.5866212962963
12115,1971-02-09 14:04:46.000,-118.4006667,34.4111667,4.2,-165.07945762780872,42.5927847791441,404.58664351851854
12116,1971-02-09 14:04:49.140,-118.37,34.416,3.5,-164.29338552666505,45.06844343294682,404.5866798611111
12117,1971-02-09 14:05:25.000,-118.4006667,34.4111667,3.9,-164.42158407613357,42.847849581327395,404.5870949074074
12118,1971-02-09 14:05:34.140,-118.37,34.416,3.5,-163.90059686444414,45.778416327848944,404.58720069444445
12119,1971-02-09 14:05:41.340,-118.37,34.416,4.1,-164.24219582719724,45.805463212444415,404.5872840277778
12120,1971-02-09 14:05:52.150,-118.37,34.416,4.1,-164.75160330395641,45.07957183984044,404.5874091435185
12121,1971-02-09 14:05:59.140,-118.37,34.416,3.9,-164.7948685170978,45.20891930818456,404.5874900462963
12122,1971-02-09 14:06:10.740,-118.37,34.416,3.7,-164.45141851631885,45.15493800919519,404.5876243055556
12123,1971-02-09 14:06:23.080,-118.37,34.416,3.7,-164.0113582968564,45.24034230411489,404.5877671296296
12124,1971-02-09 14:06:46.140,-118.37,34.416,3.7,-164.55916129632095,45.426285060579545,404.5880340277778
12125,1971-02-09 14:07:10.440,-118.37,34.416,4.0,-164.69917158103357,45.68578595817534,404.5883152777777
12126,1971-02-09 14:07:31.360,-118.368,34.4,3.9,-166.11828773643413,45.57589527713151,404.5885574074074
12127,1971-02-09 14:07:43.970,-118.37,34.416,4.5,-164.76554516232855,45.87047591402182,404.58870335648146
12128,1971-02-09 14:07:59.240,-118.37,34.416,4.0,-164.06785103671166,45.08230465895547,404.5888800925926
12129,1971-02-09 14:08:03.410,-118.37,34.416,4.2,-164.83457368888472,45.69905040587613,404.58892835648146
12130,1971-02-09 14:08:34.040,-118.37,34.416,4.5,-164.1332384621607,45.612596145462284,404.58928287037037
12131,1971-02-09 14:08:53.720,-118.37,34.416,4.6,-164.06882545932237,44.95763362915539,404.5895106481481
12132,1971-02-09 14:09:36.240,-118.37,34.416,3.7,-164.48163007746405,44.99945803694643,404.5900027777778
12133,1971-02-09 14:10:21.330,-118.3961667,34.2463333,4.64,-183.2177940418325,43.07123327349079,404.59052465277773
12134,1971-02-09 14:10:29.040,-118.37,34.416,5.3,-163.9769923801327,45.506887104248854,404.59061388888887
12135,1971-02-09 14:11:31.380,-118.321,34.274,4.0,-180.10609950835735,49.96449849440633,404.5913354166667
12136,1971-02-09 14:11:50.440,-118.37,34.416,3.8,-164.50919778115568,44.94714732770732,404.5915560185185
12137,1971-02-09 14:13:35.320,-118.332,34.339,3.86,-172.88395758926526,48.91523639499256,404.5927699074074
12138,1971-02-09 14:15:44.140,-118.37,34.416,3.9,-164.52911348429265,45.20877229944804,404.59426087962964
12139,1971-02-09 14:16:10.740,-118.4153333,34.4098333,3.99,-165.04564896852648,41.22778803274833,404.59456875
12140,1971-02-09 14:19:50.020,-118.4241667,34.3268333,3.95,-174.2784443210083,40.45793286504188,404.597106712963
12141,1971-02-09 14:22:17.040,-118.3158333,34.3528333,4.15,-171.33766016819877,50.391322801430704,404.5988083333333
12142,1971-02-09 14:24:53.640,-118.37,34.416,3.6,-164.11048962767026,45.52114644877651,404.6006208333333
12143,1971-02-09 14:25:16.060,-118.5286667,34.4213333,3.54,-163.8081946620968,30.82547282896366,404.6008803240741
12144,1971-02-09 14:26:07.100,-118.4713333,34.4023333,3.54,-165.90149757795663,36.09322687276573,404.60147106481486
12145,1971-02-09 14:26:53.040,-118.37,34.416,3.47,-163.95288306343198,45.35580390258325,404.6020027777778
12146,1971-02-09 14:28:15.580,-118.372,34.3523333,3.69,-171.4203973830098,45.2349343927165,404.6029581018518
12147,1971-02-09 14:29:05.650,-118.3881667,34.3468333,3.45,-172.03923650688208,43.7535669011193,404.6035376157407
12148,1971-02-09 14:29:33.560,-118.3933333,34.379,3.59,-168.46474781762544,43.262358867632926,404.60386064814816
12149,1971-02-09 14:31:26.000,-118.3728333,34.3903333,3.88,-167.19538764862074,45.13768235830612,404.605162037037
12150,1971-02-09 14:32:02.810,-118.2803333,34.4271667,3.46,-163.05354639656323,53.60233825552218,404.6055880787037
12151,1971-02-09 14:33:06.080,-118.37,34.416,3.5,-164.72050156007003,45.596833764644295,404.6063203703703
12152,1971-02-09 14:34:12.180,-118.438,34.336,3.51,-173.26472289761378,39.183155291699016,404.6070854166667
12153,1971-02-09 14:34:39.350,-118.414,34.3096667,4.83,-176.18307283404386,41.40021397321742,404.6073998842593
12154,1971-02-09 14:38:02.940,-118.37,34.416,3.5,-164.07931075739143,45.44486617499079,404.60975625
12155,1971-02-09 14:39:17.150,-118.41,34.3293333,3.98,-173.99457369260762,41.757729292268806,404.610615162037
12156,1971-02-09 14:40:17.110,-118.455,34.4,4.08,-166.15486408531328,37.59295869968299,404.6113091435185
12157,1971-02-09 14:41:26.070,-118.4753333,34.3038333,3.37,-176.8556227291918,35.76876164267813,404.6121072916667
12158,1971-02-09 14:43:05.320,-118.45,34.371,3.43,-169.37759588513853,38.0651008046731,404.61325601851854
12159,1971-02-09 14:43:47.720,-118.4276667,34.3136667,4.38,-175.74392391877092,40.14287741256595,404.61374675925924
12160,1971-02-09 14:48:30.150,-118.3631667,34.4191667,3.82,-163.98481892573764,46.008711222019535,404.61701562499996
12161,1971-02-09 14:49:30.080,-118.37,34.416,3.5,-164.06912862605375,45.37738457378569,404.61770925925924
12162,1971-02-09 14:50:01.560,-118.4191667,34.4593333,3.35,-159.5431093524109,40.85158062343625,404.61807361111113
12163,1971-02-09 14:52:44.600,-118.3873333,34.3591667,3.72,-170.66746132755273,43.82355404546383,404.61996064814815
12164,1971-02-09 14:54:59.820,-118.4661667,34.2565,3.47,-182.1154806612855,36.63175650368332,404.6215256944445
12165,1971-02-09 14:57:23.910,-118.4581667,34.4118333,3.18,-164.8402636546756,37.29704576342918,404.62319340277776
12166,1971-02-09 14:59:25.640,-118.37,34.416,3.24,-164.31736297662633,45.311129995779844,404.6246023148148
12167,1971-02-09 15:00:16.580,-118.5853333,34.3465,3.62,-172.14544080203416,25.65038796207145,404.6251918981481
12168,1971-02-09 15:03:07.060,-118.4433333,34.3645,3.4,-170.09777518761544,38.68007862248984,404.62716504629634
12169,1971-02-09 15:06:33.840,-118.37,34.416,3.39,-164.81467667926424,44.9914804044146,404.62955833333336
12170,1971-02-09 15:10:01.740,-118.3606667,34.4616667,3.81,-159.2578885312176,46.21424813868322,404.63196458333334
12171,1971-02-09 15:16:10.080,-118.37,34.416,3.0,-164.8086666203216,45.51999938868508,404.6362277777778
12172,1971-02-09 15:21:07.370,-118.4586667,34.2733333,3.06,-180.24090768172192,37.31356287349264,404.63966863425924
12173,1971-02-09 15:21:33.570,-118.4838333,34.3538333,3.43,-171.29892748712368,34.966787801651314,404.639971875
12174,1971-02-09 15:23:22.080,-118.37,34.416,3.0,-164.525739824932,45.392159668586,404.6412277777778
12175,1971-02-09 15:26:00.890,-118.3415,34.2828333,3.11,-179.13403551496285,48.07548177287914,404.6430658564815
12176,1971-02-09 15:28:25.760,-118.408,34.3596667,3.61,-170.62081936560244,41.92603214660228,404.6447425925926
12177,1971-02-09 15:30:37.670,-118.3641667,34.3848333,3.39,-167.8029677540883,45.93605918802191,404.64626932870374
12178,1971-02-09 15:35:39.790,-118.5131667,34.2716667,3.42,-180.44538469063167,32.30573309443049,404.649766087963
12179,1971-02-09 15:38:29.660,-118.4241667,34.3745,3.65,-168.97816603987596,40.43463301811557,404.6517321759259
12180,1971-02-09 15:45:58.220,-118.5341667,34.345,3.54,-172.29775535421828,30.348942684225417,404.65692384259256
12181,1971-02-09 15:48:04.850,-118.2851667,34.3791667,3.26,-168.39348228213808,53.18987727438813,404.6583894675926
12182,1971-02-09 15:51:01.600,-118.457,34.338,3.41,-173.0496889149749,37.43749832868959,404.6604351851852
12183,1971-02-09 15:55:10.080,-118.37,34.416,3.1,-163.93252933208223,45.132881206570175,404.6633111111111
12184,1971-02-09 15:57:03.070,-118.599,34.3246667,3.13,-174.57664608193306,24.40197557074984,404.66461886574075
12185,1971-02-09 15:58:20.880,-118.3388333,34.3501667,4.59,-171.64563880327452,48.281251827046376,404.6655194444445
12186,1971-02-09 16:01:44.810,-118.2681667,34.2865,3.35,-178.68821467296692,54.81146231707204,404.6678797453704
12187,1971-02-09 16:14:00.040,-118.37,34.416,3.72,-164.4297128829727,45.639140115964345,404.67638935185187
12188,1971-02-09 16:19:27.720,-118.46,34.3218333,4.08,-174.84846982740473,37.169274757585846,404.6801819444444
12189,1971-02-09 16:20:54.400,-118.4696667,34.325,3.4,-174.49993664114723,36.28005070176408,404.68118518518514
12190,1971-02-09 16:25:54.840,-118.2653333,34.357,3.09,-170.84744616656022,55.02494023515386,404.68466250000006
12191,1971-02-09 16:26:49.610,-118.3985,34.3731667,3.32,-169.11562590862297,42.791171985455605,404.685296412037
12192,1971-02-09 16:27:30.080,-118.37,34.416,3.19,-164.6112976405167,44.96056888725009,404.6857648148148
12193,1971-02-09 16:28:06.520,-118.4283333,34.31,3.47,-176.15191122265566,40.08342191260939,404.6861865740741
12194,1971-02-09 16:28:42.110,-118.3406667,34.3696667,3.8,-169.47824054612224,48.10158188527263,404.6865984953704
12195,1971-02-09 16:29:25.260,-118.41,34.3795,3.31,-168.41631015430852,41.73241726922432,404.68709791666663
12196,1971-02-09 16:32:36.940,-118.4831667,34.3686667,3.55,-169.6492968486267,35.021707278314686,404.68931643518516
12197,1971-02-09 16:33:12.900,-118.5,34.333,3.08,-173.62107142163924,33.49096140511995,404.68973263888887
12198,1971-02-09 16:38:44.650,-118.4661667,34.3418333,3.44,-172.62687530145317,36.59405379716216,404.69357233796296
12199,1971-02-09 16:39:34.040,-118.33,34.1611667,3.49,-192.6570358038024,49.20421956761679,404.6941439814815
12200,1971-02-09 16:41:00.040,-118.37,34.416,3.22,-164.55034435309454,45.0448102646753,404.6951393518518
12201,1971-02-09 16:41:30.040,-118.37,34.416,3.47,-163.91039815366574,45.69170935698571,404.69548657407404
12202,1971-02-09 16:47:00.040,-118.37,34.416,3.3,-164.2066920494979,45.755049567609014,404.6993060185185
12203,1971-02-09 17:03:47.370,-118.4598333,34.348,3.85,-171.93881076149876,37.17283342909028,404.7109649305555
12204,1971-02-09 17:04:45.360,-118.41,34.4265,3.42,-163.1901664787227,41.70868403290735,404.7116361111111
12205,1971-02-09 17:05:00.040,-118.37,34.416,3.38,-164.0364237291092,45.07015903630733,404.71180601851853
12206,1971-02-09 17:11:00.040,-118.37,34.416,3.25,-163.94753680751833,45.422931219336945,404.7159726851852
12207,1971-02-09 17:13:59.230,-118.3688333,34.3116667,3.15,-175.9408464211231,45.54803922188093,404.7180466435185
12208,1971-02-09 17:19:15.560,-118.418,34.3863333,3.64,-167.659829425717,40.9947832083986,404.7217078703704
12209,1971-02-09 17:22:40.830,-118.432,34.2563333,2.98,-182.1208363052993,39.772344308276914,404.7240836805555
12210,1971-02-09 17:39:50.650,-118.493,34.3223333,3.51,-174.80476006806282,34.138187069008666,404.7360028935185
12211,1971-02-09 18:02:20.920,-118.3993333,34.295,3.51,-177.80769555374798,42.7550366954741,404.75163101851854
12212,1971-02-09 18:27:36.340,-118.3781667,34.2798333,3.15,-179.4847997167419,44.70788242774599,404.7691706018519
12213,1971-02-09 18:29:24.310,-118.458,34.3625,3.54,-170.3257984647987,37.33461549089982,404.77042025462964
12214,1971-02-09 18:42:50.000,-118.4006667,34.4111667,3.1,-164.58372854873406,42.968808057889774,404.7797453703704
12215,1971-02-09 18:55:31.390,-118.2821667,34.3525,3.59,-171.35705029224292,53.48245943330184,404.78855775462966
12216,1971-02-09 18:57:02.020,-118.3065,34.3593333,3.61,-170.61010335064955,51.24418479873229,404.789606712963
12217,1971-02-09 19:41:02.170,-118.4021667,34.4081667,3.17,-165.2253969316438,42.43663973782671,404.82016400462965
12218,1971-02-09 19:41:47.330,-118.443,34.3965,3.28,-166.53941762777595,38.69569421635125,404.8206866898148
12219,1971-02-09 19:58:16.270,-118.2738333,34.2793333,3.2,-179.48823312670595,54.29549069598792,404.83213275462964
12220,1971-02-09 20:11:34.320,-118.3178333,34.4215,3.5,-163.7033258852033,50.16601142239866,404.84136944444447
12221,1971-02-09 20:17:30.610,-118.4666667,34.3768333,3.27,-168.73524780393902,36.53268251732748,404.8454931712963
12222,1971-02-09 20:26:57.620,-118.4746667,34.3568333,3.34,-170.96206526746727,35.80706949012318,404.852055787037
12223,1971-02-09 20:30:31.020,-118.3566667,34.3423333,3.2,-172.52522327331488,46.648330611451264,404.8545256944445
12224,1971-02-09 20:37:44.120,-118.4516667,34.4045,3.18,-165.65321630789208,37.89675177300487,404.8595384259259
12225,1971-02-09 20:38:01.700,-118.4165,34.3668333,3.32,-169.8275006488316,41.14214462919584,404.8597418981482
12226,1971-02-09 20:43:24.900,-118.469,34.3543333,3.5,-171.23798629932767,36.32840457857871,404.86348263888885
12227,1971-02-09 20:46:11.900,-118.4393333,34.394,3.3,-166.81596345912243,39.033338395865535,404.86541550925926
12228,1971-02-09 20:53:34.560,-118.4066667,34.4135,3.4,-164.63428447692564,42.02105695151579,404.8705388888889
12229,1971-02-09 20:56:01.890,-118.3183333,34.3383333,3.53,-172.9512489412424,50.17058802085477,404.8722440972222
12230,1971-02-09 21:04:17.000,-118.4006667,34.4111667,3.0,-165.07316522892626,42.18276868249396,404.87797453703706
12231,1971-02-09 21:28:07.850,-118.4168333,34.385,3.31,-167.80760100637454,41.10251783674373,404.89453530092595
12232,1971-02-09 21:29:13.460,-118.3425,34.4155,3.82,-164.38272285164263,47.906725637423904,404.8952946759259
12233,1971-02-09 21:41:11.810,-118.3838333,34.4063333,3.2,-165.4212388616797,44.11968533210258,404.90360891203704
12234,1971-02-09 22:48:37.390,-118.4595,34.3571667,3.74,-170.91939772416202,37.19931414354629,404.9504327546296
12235,1971-02-09 23:03:28.000,-118.4006667,34.4111667,3.0,-165.1632335413562,42.49982454659254,404.96074074074073
12236,1971-02-09 23:44:34.770,-118.3533333,34.3583333,3.02,-170.7445356059875,46.94533047846392,404.9892913194445
12237,1971-02-10 00:01:50.000,-118.4006667,34.4111667,3.0,-164.57315393797563,42.933447341222625,405.00127314814813
12238,1971-02-10 00:13:55.160,-118.2818333,34.3401667,3.35,-172.72826276209375,53.52104477952663,405.00966620370366
12239,1971-02-10 00:16:04.880,-118.4886667,34.3076667,3.12,-176.43410445423038,34.542292242945884,405.01116759259264
12240,1971-02-10 00:17:38.000,-118.4006667,34.4111667,3.0,-165.38421657336693,42.58346406054385,405.01224537037035
12241,1971-02-10 01:07:32.490,-118.488,34.278,3.06,-179.7326504684727,34.61592394084893,405.0469038194445
12242,1971-02-10 01:16:12.090,-118.3181667,34.322,3.88,-174.76733565257902,50.19578780569863,405.0529177083334
12243,1971-02-10 01:38:15.790,-118.453,34.3555,3.73,-171.10226249772882,37.79681213647761,405.06823831018517
12244,1971-02-10 02:27:57.310,-118.4903333,34.4071667,3.12,-165.37081507548908,34.34786146991343,405.10274664351857
12245,1971-02-10 02:30:13.290,-118.4321667,34.3596667,3.72,-170.63078863660894,39.70746370105904,405.1043204861111
12246,1971-02-10 03:12:11.940,-118.2775,34.3555,3.99,-171.02093495070136,53.90895435684623,405.1334715277778
12247,1971-02-10 03:14:13.910,-118.2641667,34.3755,3.62,-168.78970286414636,55.11970929811611,405.1348832175926
12248,1971-02-10 03:14:26.840,-118.3451667,34.42,3.61,-163.88363636611902,47.65948461275551,405.1350328703704
12249,1971-02-10 03:55:56.000,-118.4006667,34.4111667,3.0,-164.97375770074936,42.294824568437015,405.1638425925926
12250,1971-02-10 04:02:15.250,-118.394,34.367,2.72,-169.79937340740892,43.20743806212416,405.1682320601852
12251,1971-02-10 04:10:11.510,-118.462,34.3608333,3.3,-170.51262847749322,36.9681614800228,405.17374432870366
12252,1971-02-10 04:15:12.160,-118.4678333,34.338,3.29,-173.05373271253342,36.44270983779258,405.17722407407405
12253,1971-02-10 04:16:47.140,-118.5008333,34.328,3.13,-174.17732651874,33.41645532438186,405.17832337962966
12254,1971-02-10 05:06:35.960,-118.3111667,34.3761667,4.29,-168.74073094620394,50.80542791730604,405.21291620370374
12255,1971-02-10 05:18:07.060,-118.4211667,34.403,4.4,-165.8078906299105,40.6959570795252,405.22091504629634
12256,1971-02-10 05:33:06.250,-118.4145,34.3893333,3.26,-167.32478964427366,41.31448950234015,405.231322337963
12257,1971-02-10 05:41:41.400,-118.2965,34.3691667,3.6,-169.51145950362826,52.156008994782205,405.2372847222222
12258,1971-02-10 06:24:49.990,-118.3653333,34.3656667,3.4,-169.93472875327978,45.83961933952792,405.26724525462964
12259,1971-02-10 06:28:51.000,-118.4006667,34.4111667,3.0,-165.27130333656444,42.41033192936991,405.27003472222225
12260,1971-02-10 06:54:33.060,-118.4453333,34.3735,3.4,-169.09780377714662,38.492294588587576,405.2878826388889
12261,1971-02-10 07:00:45.360,-118.323,34.2825,3.5,-179.1619545542584,49.77560103940936,405.29219166666667
12262,1971-02-10 07:14:57.360,-118.4411667,34.306,3.4,-176.60181003103042,38.90645169287551,405.30205277777776
12263,1971-02-10 07:27:03.150,-118.4085,34.3793333,3.85,-168.43421247578527,41.870172661382895,405.310453125
12264,1971-02-10 07:36:06.230,-118.3916667,34.3233333,3.17,-174.65384954029523,43.44453930823869,405.31673877314813
12265,1971-02-10 08:30:24.350,-118.4738333,34.3316667,3.33,-173.76015456295187,35.894494195545626,405.3544484953704
12266,1971-02-10 09:23:11.990,-118.3101667,34.3341667,2.95,-173.4103802111497,50.92305643950803,405.3911109953704
12267,1971-02-10 09:33:23.880,-118.2528333,34.3283333,3.2,-174.0279942907785,56.19196111007794,405.39819305555557
12268,1971-02-10 10:00:06.220,-118.4351667,34.437,3.41,-162.03294400559332,39.395169241349286,405.4167386574074
12269,1971-02-10 10:13:54.000,-118.4006667,34.4111667,3.0,-164.44825899998563,42.39591968998704,405.42631944444446
12270,1971-02-10 11:29:25.180,-118.419,34.4246667,3.46,-163.39777778345132,40.884035543770544,405.4787636574074
12271,1971-02-10 11:31:33.930,-118.3941667,34.4061667,4.22,-165.44432378716482,43.1716750461721,405.48025381944444
12272,1971-02-10 11:45:53.000,-118.4913333,34.3361667,3.46,-173.26598352828725,34.285535256578115,405.4901967592593
12273,1971-02-10 11:53:14.650,-118.4348333,34.3903333,3.11,-167.2218955283859,39.44802948344798,405.49530844907406
12274,1971-02-10 12:09:58.790,-118.4401667,34.3328333,3.49,-173.61769852190434,38.985680593741705,405.5069304398148
12275,1971-02-10 12:27:19.430,-118.461,34.3605,3.07,-170.54931555542794,37.06011237590347,405.51897488425925
12276,1971-02-10 12:42:18.780,-118.3106667,34.3286667,3.73,-174.02220638666927,50.88052123429404,405.5293840277778
12277,1971-02-10 13:49:53.640,-118.4398333,34.3471667,4.25,-172.0237705027022,39.009541649573166,405.5763152777778
12278,1971-02-10 14:35:26.180,-118.4763333,34.3468333,4.15,-172.07461359564192,35.658374821051275,405.60794189814817
12279,1971-02-10 15:00:31.770,-118.281,34.3453333,3.53,-172.1533152723623,53.59421565762208,405.6253677083334
12280,1971-02-10 15:11:24.680,-118.394,34.4396667,3.23,-161.71923465097947,43.16945268232295,405.632924537037
